Svevo Valerius Ale;Bari, Italy;Altbier / Sticke Alt;Birrificio Svevo;"Draught at ""Salone della Birra Artigianale 2007"" - Milan. Slightly dark yellow color light and fine fizz. Light and homogenous head of short resistance. Fresh and flowery scent with herbaceous and spiced notes which anise and dried malt. Typical taste, bitterish and slightly smooths down. Modest final body with pleasant alcoholic content."
Dorada Michelado;Guatemala City, Guatemala;Pilsener / Pils / Pilsner;Cerveceria Centro Americana;Poured pale yellow with a small, quickly fading head. Another new Guatemalan beer and another bad one. Tequila infused, even has the salt. Hard to descibe. Bad from start to finish. This has to be one of the worst brews ever produced.
Brew It Up! Belgian Pale Ale;Sacramento, California, United States;Belgian Ale - Pale / Golden;Brew It Up!;On tap at the brewpub. Served overly chilled. Light caramel aroma. Amber color with fine white head. Starts with belgian candy flavoring, a bit of spice. A light bitter in the finish balances the sweetness a bit. Tastes like a light Belgian dubble? Less yeast and spice than a Belgian. Pretty good stuff. Might be better at a warmer temperature.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;Candy sweet nose initially with a lightly buttered toast note behind it. A subtly not malt slickness to the palate with a focus on malt toastiness, a hint of roast and a tad bit of slick butter. Decent but not a style I care for.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;355ml bottle. Amber pour, large offwhite head. ARoma is hoppier than expected, some tropical fruit and citrus, some caramel and dried fruit. Falvor is both earthy and hopppy. This is actually pretty good. HErbal, piney hops, ,caramel, pretzel, supremely dry, spices even the lightest roast/smoke. Complex. A winner in a mundane category.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;On tap at Emmett’s, pours a clear amber with an egg shelled colored head and some spotty lacing in the glass, the aroma actually had a nice hop touch to it with the sweetness following, the flavor has a hoppy and fruity front end with a sweeter finish of caramel and malt, hoppier than I expected, pleasantly surprised.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;12 oz bottle pours amber with a off white head. Aroma of malts, caramel and pine. Taste is malts and caramel. ---Rated via Beer Buddy for iPhone
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;Ruby red color with off white head. Caramel malt and piney hop aroma. Citrus and piney hop flavors balanced by caramel sweetness. Chewy, medium bodied, medium-high carbonation, great mouthfeel. Finishes semi-sweet to dry with a nice hop bitterness to balance out the malty sweetness. Unique, but appropriate style characteristics.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;translucent bright amber pour with a thin tan head. bready caramel malt aroma with some piney hops coming through. malt forward flavor with a dry, slightly bitter hop finish.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;Had this on draft at uncommon ground. Cloudy red pour. White head. Malty and bitter finish. Smooth and hoppy upfront. I like
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;On tap at Goose Island 25th Anniversary Event. Citrus hops and a bit of bready malt. Mild toast and caramel.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;Brewhaha. Poued reddish amber color with a decent off-white head. Decent amount of hoppy aroma which is promising. On the lighter side of medium bodied. Decent balance with a decidedly hoppy finish. Fair to decent beer.
Emmetts McCarthy American Red;West Dundee, Illinois, United States;Red Ale / Intl Amber Ale;Emmetts Brewing Co.;Aroma is malts and light but crisp hops. The flavor is fruit, mildly sweet malts, light citrus and a bitter finish.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Very dark red brown. Thick cream head. Flavour is hard to place - almost scotch. nice.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;330ml bottle. Dark red in colour,with a small beige head. Nice dark malt flavours with a sweet aftertaste.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;330ml bottle. This limited release porter carries a big fluffy tan head that is made up of big and little bubbles. Dark brown in the glass with very strong honey aroma. Reminds me of when you open a jar of honey and that big sweet aroma wafts out. The sweetness carries over to the flavour and if you closed your eyes you would swear you had a piece of fresh honeycomb in your mouth. Full flavoured and carries the alcohol well. Dry on the palate with an aftertaste that fills the mouth and goes on and on. Sometimes you come across a beer that you wished you bought more than one of, this is one such beer.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Pours dark brown, almost black, with a large, off-white head. Nose shows honey, grainy malt, and some soft roasted malt. Flavours have a little more impact in the way of roasted malt, with some coffee hints showing up, and more honey is present. Unfortunately there’s also a huge grainy, cardboard character and overt alcohol which ruins it. Carbonation is much too high.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Bottle. Dark red brown with a beige head that fades but laces nicely. Aroma of (tea-tree?) honey, raisins, burnt sugar, candied ginger, vanilla, angelica. Silky texture. Alcohol completely hidden. Taste has some dark malts but is mainly about fruity and herbal/ spicy honey. Modest sweetness, interesting herbal and slightly astringent finish. Good match for hard cheese - would pair very well with Pecorino Toscano. Unusual and good.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Bottle 330ml. Delicious beer. Aromas of honey, alcohol, and liquorice. Taste is sweet, with bitter notes, and long length. Palate is velvety, and medium bodied. Dark brown, with a thin white head.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Bottle. Pours dark amber with a small beige head. Aroma of honey, chocolate, plum and alcohol. The flavour is sweet honey/toffeeish malt, chocolate and a peppery taste presumably parted from the alcohol. A strange mix to be honest and at no point is the beer intriguing to drink, but having said that I like the innovation of the brewers to try something different. Very sweet finish. It’s really not that bad just rough around the edges.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Bottle. Pours dark clear ruby brown with a short light tan head. Aroma is of cocoa, caramel, malt and honey. Flavour has very little distinct honey but you can tell its there from the slight influence it has on other flavours: malt, chocolate and coffee notes all have a slight twist from the honey. Quite light for a porter, this is still an ok beer but it seems like it could have been a fair bit better.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;Creamy thin head good carbonation red brown ale.Aroma caramel honey toffee walnut chocolate.Flavour soapy like but not harmful it,s the honey mixing with the other flavours of chocolate toffee caramel nuttyness,gives it a creamyness like texture that is not hard to take,finish mild bitter creamy nutty flavour.
Red Duck Limited Release Queen Bee Honey Porter;Alfredton, Ballarat, VIC, Australia;Porter;Purrumbete Brewing;This got a bit better as it warmed. Dark brown body with a ruby tinge and a short head. Sweet malty aroma with hints of raisins and probably some honey. Smooth taste, don’t notice the alcohol, not big flavours but don’t expect that with a porter.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);Poured from bottle thanks ClarkVV 2007 vintage hazy gold color with a thin fizzy white head. Aroma is dried fruit and honey. Taste is pale malt with notes of clove spice and apricots.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);750 ml bottle, thanks to ClarkVV on this bottle. About a 2007 vintage... Mildly hazy gold color with particles floating around the liquid. Aroma is honey, mild dried fruits. Maybe mild sugar. Flavor is a pale malt base with mild spice, clove and like apricot. Body is pretty decent. Pretty much spot on for the style. Nice.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);2007 bottle randomly acquired at Downtown Liquors, drunk 11/28/15. Honey, cork, plastic, mandarin, alcohol. Hmmm, quite mellow. The flavor is sweet, with 8 year old carb that is obviously low. Oxidation is mild with lots of honey and citrus. Pretty tough to drink, though not sure how this could have been any better young. Incredibly sweet as it progresses.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);750ml bottle from 2007 shared by ClarkVv. Thanks, Clark. Pours copper with an off white head. Aroma is fruity esters, honey, biscuits. Flavor is honey, clove, fruity esters. This is really holding up well. Nice and soft and smooth.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);Light yellow with a bit of a white head. Smell is honey and spices. Something about this is off to me. I like it sort of but I can pinpoint the off flavor. Maybe it’s just the lime leafs... like I need citrus or I need more tea or something in this. IDK.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);75CL from Clark, A very light orange color with a 3 finger head. Fully carbed for a 2007 beer. Aroma is super cheesy, very yeasty with a little bit of citrus. Well, it’s certainly old. You get a ton of oxidation, cheese, lemon meringue and old shoe. Believe it or not, this is still drinkable but lots of oxidation.
Ølfabrikken Tripel Special Reserve;Roskilde, Denmark;Tripel;Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe);Bottle at Haket during Ölets Dag 2015. Hazy golden beer with a small but kinda lasting offwhite head. Malty fruity aroma, caramel, figs, raisins, grapes, bready notes, some spices. Fruity malty aroma, dusty, some wood, citrus, still some hops, raisins, figs, warming alcohol, caramel notes. Fruity yeasty caramel finish with warming alcohol. Very good.
