John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;"Called ""SCOTCH ALE"" when I was there, but was definitely (abv and body-color/density) a scottish. Cloudy coffee brown. Head stays on (but thin) through a few sips. Light clover-hop effect in aroma and flavor (inseparable). Finish a touch bitter and syrupy. Some nuttiness present. Greasy flat sticky mouthfeel that needs more time to mellow the amber malts with the hops and scottish yeast--reminds me of a homebrewed Scottish 80/- I opened ahead of its ready date. I couldn�t finish this one, though I tried. On cask."
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;Cask-conditioned: Well.....beyond its lovely sheeting cascade and cloudy, pale brown color this was a big disappointment. Along with its awesome cascade of fast, light yellowy sheets flying up the sides of the glass like the locusts of the apocolypse, the head got to about two fingers high, is white and lumpy with divets and some unclinging lace sheets that faded fairly fast. Smell, well there wasn't much there at all, a big swirl and a big wiff produced a barely noticable sweet malt. Taste is very mild at best, with a very watery sweet malt and mild hop thats a bit bitter sweet. Feel is light and watery clean and a bit gritty and slightly sweetish but mild and played out, one nice highlight was a slight smokey sense that showed up very late in the finish. This was not all that enjoyable, needs alot help for a Scottish ale.
Great Waters Scottish Ale;St. Paul, Minnesota, United States;Scottish Ale;Great Waters Brewing;(cask) Hazy dark copper with small tan head. Aroma is moderately sweet (molasses), caramel, light roasty, hint of smoky. Taste is mild caramel up front, the caramel get stronger as it finishes complemented by light peat. Nice medium body.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Smells of molasses and sweet malt, with substantial carbonation raising a white head. Tastes sweet, with hardly any hop presence in aroma. Very slight bitterness. Not terrible, not great.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;On tap at the Holborn Whippet, 3/10/2012. Amber with a decent, off-white head. Sweet, fruity beer with a caramel edge and gentle finish. Fine.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Draught at Anno 1900 in L�neburg. Red-amber with a clingy white head and malty caramel and a touch of peachy banana on the nose. Full malty body with hints of nut brittle, then banana and a gentle hop bitterness in the finish.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Pours copper with a white head. Aroma is malt, fruity notes and light yeast. Flavour is malt, pine, grass and fruity notes.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Orange, hazy color. Big white creamy head. Plenty of lacing. Nice malty aroma with some mellow hints of banana. Tastes the same with a nice crisp bitterness. A little sweet. Not too bad for a steam beer.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Draught @ Dronning Louise, Torvet 19, Esbjerg, 6700 Denmark. Clear medium to light amber colour with a large, frothy, good lacing, mostly lasting, off-white head. Aroma is moderate malty, caramel, toffee. Flavour is moderate sweet and light bitter with a average to long duration, caramel, fruity malt, toffee - banana notes. Body is medium, texture is oily, carbonation is soft. [20120216]
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Tap @ St. Clements. Clear amber with small off-white head. Aroma is malt, caramel and a little toffee. Flavour is malt, caramel, medium sweet, little toffee and a little bitter.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Amber with a lasting off-white head. Malty aroma of caramel, with herbal hops and a touch of fruit. Sweet fruity, almost winegum-like flavour with caramel notes.
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;On tap. Clear amber with a small off-white head. Sweetish malty and somewhat caramellish aroma. Medium body, malt and toffee but hardly any hops. However clean and well made. 170212
Maisel's Dampfbier;Bayreuth, Bavaria, Germany;Traditional Ale - Other;Brauerei Gebr. Maisel Bayreuth;Tap @ Dronning Louise, Esbjerg. Pours clear amber with a small, creamy, white head. Aroma has caramel, sweet malts, light grass. Highish carbonation, fine dry and living mouthfeel. Flavour has caramel, sweetness, light honey. The sweetness is kinda sugary, but a firm but mild grassy bitterness. Simple but elegant.
Traverse Torch Lake Light Beer;Williamsburg, Michigan, United States;Pale Lager - North Am. / Light;Traverse Brewing;Golden color with small white head. A typical light beer light in the hops and in taste. Alittle fruity taste comes through but not much.
Berkshire Brown;South Deerfield, Massachusetts, United States;Brown Ale;Berkshire Brewing Company;Cask @ Moan & Dove, Amherst MA. Pours a ruddy brown colour. Small tan ead. Nutty lightly floral nose. Very drinkable, nice malt backbone, light to medium bodied, finishes partially sour, not terribly impressive. My first cask BBC.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;"330ml bottle from Sainsburys. Gold with a moderate white head; deep earthy hop aroma; sweet and rich malty flavours; slightly spicy finish."
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Pours a glowing copper coloured beer with a good head. Wonderfully full flavoured. Slight carbonation. Complex spicy beer. Nice.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;330ml bottle. Pours orange with lively carbonation and no head. Looks a bit like a fizzy drink! Aroma is light and standard lager fare. The taste is malty with a good hop balance coming through in the long finish. Feels quite heavy for a beer of this strength. Good overall.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Bottle 330ml bottle, from Sainsburys. Poured a real dark bronze colour. The aroma is light, but not that malty for an Oktoberfest, style beer. The flavour is hoppy The beer has a nice fresh bittersweet finish.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;[i]Bottle, 12-07-07 thanks to Glen for this. [/i] Amber in colour, bit malty and some sweetness but quite flavoursome with a nice hoppy note, served at room temperature as well which seems to bring out a few more flavours, quite nice really.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Aroma is lager malts a bit grainy, some german veriety of hop giving grassy notes. Taste is quite full on, the grainy lager malts are all over you, however there are some hops in here which balance it reasonably.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Not bad as far as it goes. The strong malt is good with a lingering bitter finish. Unfortunately, after this it has a lingering cloying quality that takes away from the beer over all. As far as Meantime goes I�d stick with their IPA or chocolate stout.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Bottled, filtered, 600ml. Gold amber colour with white head. Malty, sweetish beer with a thicker mouthfeel than expected. Toffee caramel note in the background with a biscuity malt. Some lemon, citrus on the finish. Nice easy drinking beer.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Draught (under the Meantime banner) at Brew Wharf at London Bridge (London), a clear golden copper with no head. A clean sweet fruity aroma, slightly vinuous. Carbonated mouthfeel, very sweet, stewed fruit flavour and a dry finish.
Sainsbury's Munich Style Festival Lager;Holborn, Greater London, England;M�rzen / Oktoberfest Bier;Sainsbury's;Clear chestnut with no head, the aroma is sweet and malty and a lightly hoppy flavour. Nice enough, easily downed.
Maxwells Blond Ale;Port Townsend, Washington, United States;Blonde Ale / Golden Ale;Maxwells Brewery and Pub;Cloudy yellow, thin white head. No noticeable aroma.Flavor is light malt, light hops, with a lingering finish
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;Clear dark brown body with some red light. Candy sugar and leaf-like aroma, lots of lacing on the glass.... with a big ass hop bite. Of course, Tugboat hops the hell out of everything, and sometimes it�s a nice touch, something different than the same old vienna you might see. The malts flavors are sweet and roasty, the body is smooth and theres a touch of sweet strawberries in the finish... bread, berries and peaches are formed from the hops used in this one. Pretty good.
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;Dark amber with a white head. Aroma is biscuity with some sweetness and earthiness. Flavor is strong malt sweetness and bottom-fermented characteristics. Medium light body and very dry finish.
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;(RBSG04) Clear amber body with beige head. Aroma is medium sweet, caramel, some earthy. Taste is medium sweet, earthy, caramel, light herbal. Light-medium body. Not to style.
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;Light hazy gold with some sticky head & light lacing. The aroma is malty with some wheat & banana, very citrusy with hops and some belgian qualities. The flavor is tangy with bitter and sourness. Finishes tangy, weird finish. Not too bad though.
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;Pours an amber color with a nice fluffy white head. The Vienna is just like TB�s summer ale, sharing a fruity, sourness, grapefruity thing that is overwhelming in my opinion. This brew had a bit more bitterness than the summer ale, but not all that great.
Tugboat Vienna Ale;Portland, Oregon, United States;Amber Lager - Intl / Vienna;Tugboat Brewing Co.;An all around even beer. Defined hop presence with a spiciness- not sure if from the hops or not. Still Tug, still good. Moderate body.
Boscos Iggy Schwarzbier;Memphis, Tennessee, United States;Schwarzbier / Black Lager;Boscos Brewing Company (Roma Pomodori);On tap @ Bosco�s in Little Rock. A true black lager with a nice white head and great lacing. Roasted malts dominate the aroma with slightly sweet molasses and bready notes. Taste is rich., smooth and creamy with a great roasted maltiness, a slight hops bitter and even a slight coffee flavor. Very nice black lager.
Boscos Iggy Schwarzbier;Memphis, Tennessee, United States;Schwarzbier / Black Lager;Boscos Brewing Company (Roma Pomodori);On tap in Nashville - Opaque black with a small off-white head. Good lacing. Medium-bodied. Major characteristic on the nose is very smokey and roasted malt. Hints of pumpernickel, dark chocolate, mild coffee, spruce, and tawny port. Very complex and if the aroma was a little stronger, would have given it a 10. Good hoppy twang balanced the heavy malt sweetness, slightly vinous and smokey on the palate. Oily and lively mouthfeel. Dry and crisp finish. A rare excellent American version of this style.
5 Seasons Djokker Wit;Atlanta, Georgia, United States;Witbier / Belgian White Ale;5 Seasons Brewing Company;This poured a cloudy yellow color with a moderate head. The aroma contains citrus and coriander. The flavor is citrus, cloves, and biscuit. Overall a very nice witbier!
5 Seasons Djokker Wit;Atlanta, Georgia, United States;Witbier / Belgian White Ale;5 Seasons Brewing Company;Draft sample at brewpub. Poured hazy golden to yellow color with an average creamy white head that mostly lasted with excellent lacing. Moderate yeasty sweet citrus aroma. Medium body with a light sticky texture and soft carbonation. Medium sweet flavor with a medium sweet spicy finish of moderate duration. My expectations where met.
5 Seasons Djokker Wit;Atlanta, Georgia, United States;Witbier / Belgian White Ale;5 Seasons Brewing Company;Appearance: Pours a lightly hazy, golden-yellow body with a thin, white head. Smell: Delicate wheat nose, very lightly tangy, precedes fruity, slightly sour scents. Particularly distinct are the orange peel and spice notes. Taste: Soft wheat and light pale maltiness with a pinch of table sugar. White peach fruitiness seasoned with coriander. Bitterish Cura�ao orange peel taste. Slight perceived sourness. Light, though balancing bitterness. Drying, lightly crisp finish with a lasting spice note. Mouthfeel: Medium-bodied. Ample medium-high carbonation. Drinkability: A good, enjoyable witbier to gulp down on the 5 Seasons outside patio on a sultry summer night.
