MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Sampled from 0.5 l bottle from local 'trinkgut', best before March 2018. Hazy, dark brownish amber with a medium large, frothy, almost stable, off-white head. Sweetish, malty, rather yeasty-spicy and a little roasty aroma of overripe banana, cloves, chocolate and toasted nuts. Moderately sweet, malty, rather yeasty-spicy and a bit roasty taste of overripe banana, cloves, toasted nuts and some chocolate, followed by a short, moderately bitter, rather yeasty-spicy, a little roasty and minimally metallic finish. Thin to medium body, rather effervescent mouthfeel, average carbonation. Not bad, a bit too watery though.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Bottle from a Trinkgut store in Idstein, Hesse, Germany! Pours nutty brown with high white head. Smell has roasted malts with some yeasty notes. Starts yeasty, spicy with some roasted malts and a nutty undertone. Goes into a malty-roasty finish with some yeast notes.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Ins Glas ergie�t sich ein tr�bes braunes Bier mit sch�ner Schaumkrone. Geruch hefig, w�rzig, fruchtig. Geschmack hefig fruchtig, w�rzig, R�stmalz.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;High brownish head. Cloudy, brown colour. Average Dunkelweizen aroma. Banana taste and a mild, fruity palate.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;500 ml bottle. Pours cloudy brown with a medium brownish head. Wheat aroma, banana notes. Tastes a bit sour, banana notes and wheat. A bit of a sour palate.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Bottle shared with McTapps. Quite a sour weizen one with some aroma of yeast and sour juice. Drinkable but I would�nt drink a third or fourth one.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Bottle shared with MichaelBruch. Milky brown colour with steady head. Taste of roasted grains, caramel, ripe bananas, gentle malt and bread. Easy to drink but nothing special at all.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;#1011 Mein TS Weizen dunkel stammt aus K�ln (Kalker Hauptstr.) und hat 4,9% Alk. Sieht aus wie Zitronentee, braun mit gelben Schimmer. Sehr wenig Schaum, der schnell verflogen ist. In der Nase nur ein leicht s�uerliches Aroma nach Hefe. Der Antrunk ist fatal w�ssrig. Geschmacklich ist es nur in Nuancen als Weizen zu erschmecken. Etwas malzig, etwas hefig, ziemlich s�uerlich und vor allem W�SSRIG. Als Durstl�scher bei sommerlichen Temperaturen trinkbar, aber nicht als veritables Weissbier! Test vom 31.12.2009, Gebinde: Glasflasche Noten: 7,6,6,5,6,6 - 5,95
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;Poured a deep orange brown with a beige color head. Aroma is a gritty malt and leaf. Taste is a roasted to burnt malt, slight sweet and wet.
Traugott Simon Weizen Dunkel;Krefeld-Linn, North Rhine-Westphalia, Germany;Weissbier - Dunkelweizen;Trinkgut - Udo T�ubrich Betreuungs;500 ml bottle in Germany, A far cry better than the Hell, but nothing to write home about either. Is a hazy brown color. with a tan head. The taste berry fruit and malt. Palate is mostly maltand runs away rather quickly, Non offensive.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Taps clear straw yellow with a thick ivory head that leaves heavy lacing. Crisp aroma is malty and just a bit pomme. Flavor features raw malt and a bit of apple. Texture presents so-so body and perky fizz. Good for starting a flight.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Draft. Lemon, biscuit malt, and straw aroma. Pale yellow with moderate head. Moderately sweet lemon, biscuit malt, and mildly bitter hay flavor. Decent body.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Tap at Rock Bottom Indy. Pours clear straw yellow with a spare, fizzy white head, low retention with flat lacing. Aroma is heavy malt (grainy, hay, straw), light hops (spicy), and light esters (apple/pear) with notes of corn. Flavor is heavy malt (grainy, hay, straw), light hops (spicy), and light esters (apple/pear) with notes of corn. Light body, low warmth and creaminess, high carbonation with a dry finish.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Super light. Yellow-gold pour, no head. Aroma of straw, grass, wheat. Similar to light beers you can get anywhere.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Draught at RB Indy/Downtown. Hazy yellow with no head. Nose is sweet, light yeast and faint fruit - not much here! Malty and soft, but lightly dirty before resolving to a Nottingham-like bready aftertaste. Medium body a little full for style. Nothing really too off here, but I can�t get over the dirt.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Sampler Draft at brewpub. A fine example of the style, showcases the best of what this style can bring. This beer is perfect for a long, hot day when you want a thirst quencher with high drinkability but prefer more taste and complexity than the macros. There is a hint of hops in the nose, with small white head. This beer doesn�t bring out many flavors, but it is well balanced and is fuller than comparable light beers. A good craft beer gateway for non craft/import drinkers.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;Had on tap at the brewpub. Pretty much your average old light pale lager to tell you the truth.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;From the Jug at the GABF, Colorado Convention Center 13/10/2007 Small white head. Some carbonation. Pale malt and hop aroma. Clear golden coloured and hoppy with a crisp and slightly dry malt finish.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;draft at the downtown brewpub - Pours yellow with a one finger white head and a very light malt aroma. The flavor is also extremely light. It�s watery and while not bad tasting, that�s mostly because it hardly tastes like anything. I think there�s a touch of hops in the finish. This pointless beer has no reason to exist.
Rock Bottom Indianapolis Circle City Light;Indianapolis, Indiana, United States;K�lsch / K�lsch-Style;Rock Bottom Indianapolis;A nice change from BMC, but not one I care too much about. Looks like a thicker, fuller Bud, and tastes about the same.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Bottle. The smell is sweet and moderate malty, unfortunately it�s a rather strange kind of sweetness. The head is small, white and fizzy, it is fast and fully diminishing. The body is clear and yellow. A moderate sweet taste with a short duration. The body is light, dry and with a soft carbonation. Not my taste...
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Bottle on Schierminnekoog. Very wheaty, with very orange-coloured appearance. Very sour but pleasant nonetheless, especially being up in the Wadden.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Bottle. I was given a little sample of this by the smartest dude at D�s Six Pack in Edgewood. He decided to crack a bottle and sample the bar... What a great guy! This is a nice wheaty, yeasty concoction that was tiny bubbled and very tasty. Light in body, but not in flavor, it had nice sour and spicy notes to it. Good stuff!
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Hazy orange colored with frothy white head. Aroma of hay and hops - fresh but anonymous. Quite citrusy and yeasty flavor with honey notes. Bitter dry finish.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;"An unclear amber beer with a white head. The aroma is simple; sweet and malty. The flavor is sweet with notes of caramel and honey. An OK beer."
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Cludy orange coloured. Quite yeasty aroma. The flavour is sweet and spelty with a yeasty touch.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Orange color, cloudy. Hard to define the nose. Some orange, just a hint of vinegar sharpness and vanilla. Medium bodied. Yeasty, orange, a hnit of vegetables. Dusty. The aroma is better as the flavor in this mediocre beer.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Bottle conditioned. Hazy amber, good white head and moderate condition. Malt, sweet grain and yeast in the nose. Fruity malt, spicy grain and some hop in the mouth and a sweet but short grainy finish.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;Cloudy yellow color, short head. Yeasty, hoppy, flowery, sourness. Hopbitter taste, not very good.
Waddenbier Spelt (Wattenbier Dinkel);Bolsward, Netherlands;Specialty Grain - Other;Friese Bierbrouwerij;"Yasty aroma, some fruits, bit floral. Very cloudy beer; orange coloured. Head doesn't last. Taste is hoppy floral and sweet. More bitter towards the end."
McNeill's Pilsner;Brattleboro, Vermont, United States;Pilsener / Pils / Pilsner;McNeill's Brewery;Pours hazy golden yellow color with aroma of bread, yeast, and citrus. Bread flavor with some citrus, honey, and a touch of sour flavor. Nice beer.
McNeill's Pilsner;Brattleboro, Vermont, United States;Pilsener / Pils / Pilsner;McNeill's Brewery;Bomber - Poured a golden amber in color with no head and little or no carbonation. Aroma is of bready yeast with just a hint of fruity hops. Flavor is of fruity yeast... almost in a Belgian or Hefe kind of way. Not much hop bitterness. Nutty malt and slightly sour on the finish. Not a terribly distinctive beer, but easy drinking.
McNeill's Pilsner;Brattleboro, Vermont, United States;Pilsener / Pils / Pilsner;McNeill's Brewery;(22oz bottle) Purchased at Winooski Beverage in Vermont. Wow! Ray McNeill certainly doens�t want you to feel like you�ve been jipped - this is the second bottle in a row thats been filled to the cap FULL! Pours a medium, white frothy head with a partially clouded, amber body. Nose of tin, flat beer and bready. Very doughy taste with tones of flat ginger ale and citrus hops. When they say beer is liquid bread - this was the beer they�d referred to...
McNeill's Pilsner;Brattleboro, Vermont, United States;Pilsener / Pils / Pilsner;McNeill's Brewery;Bottle from City Market, consumed on 3/11/06. Hazy, golden-honey colored beer with plenty of white head that steadily fizzles to a small cover, providing little to no lacing, quite bubbly. The aroma smells yeasty, typical McNeills house character, with flowers, moss, hay and light honey grains all creating a soft and approachable nose. However, the more it warms, the more a sourdough-like note seems to creep in. Decidedly dry and bland, and working against the otherwise grassy, almost fruity hop crispness. The flavor is very yeasty, though it�s just a dry, nutty yeast, with plenty of flowery hops, some straw, hay, damp moss and bits of lime and lemon adding a silght poignancy. Very grainy, almost a gritty texture were it not for the vigorous carbonation at first. A slight toastiness is apparent, on the back of the throat as the beer finishes, with some sweet, round honey notes balancing this well. Not overly bitter, but enough so to be refreshing and complement the malt. After the carbonation dies off, somewhat, the texture becomes rather chewy and yet lightly slick on the end. No alcohol apparency.
